ID	publication	order	genus	species	subspecies	single_on	mean_on	deviation_on	minimum_on	maximum_on	n	max_reported_internal_diff	condition	problem	data_notes	text_notes
3030	Iwata1960a	Hymenoptera	Diplazon	laetatorius					28	33						
3031	Iwata1960a	Hymenoptera	Diplazon	bizonarius		54										
3032	Iwata1960a	Hymenoptera	Diplazon	tetragonus		38										
3033	Iwata1960a	Hymenoptera	Enizemum	giganteum		34										
3034	Iwata1960a	Hymenoptera	Temelucha	chinensis					28	57						
3035	Iwata1960a	Hymenoptera	Trathala	flavoorbitalis					26	41						
3036	Iwata1960a	Hymenoptera	Agrypon	crassifemur					29	61						
3037	Iwata1960a	Hymenoptera	Agrypon	triangulum		39										
3038	Iwata1960a	Hymenoptera	Anomalon	moiwanum					11	29						
3039	Iwata1960a	Hymenoptera	Aphanistes	bellicoides					27	57						
3040	Iwata1960a	Hymenoptera	Aphanistes	iwatai		17										
3041	Iwata1960a	Hymenoptera	Aphanistes	jozankeanus		63										
3042	Iwata1960a	Hymenoptera	Aphanistes	tricolor					63	81						
3043	Iwata1960a	Hymenoptera	Heteropelma	elongatum					14	16						
3044	Iwata1960a	Hymenoptera	Therion	circumflexum					36	71						
3045	Iwata1960a	Hymenoptera	trichomma	occisor		33										
3046	Iwata1960a	Hymenoptera	Enicospilus	lineatus		24										
3047	Iwata1960a	Hymenoptera	Enicospilus	ramidulus					9	24						
3048	Iwata1960a	Hymenoptera	Enicospilus	fuscomaculatus		12										
3049	Iwata1960a	Hymenoptera	Enicospilus	taiwanus					24	27						
3050	Iwata1960a	Hymenoptera	Ophion	obscurus					20	28						
3051	Iwata1960a	Hymenoptera	Opion	takaozanus		20										
3052	Iwata1960a	Hymenoptera	Thyreodon	purpurasecns					25	38						
3053	Iwata1962	Hymenoptera	Megastigmus	aculeatus		6										
3054	Iwata1962	Hymenoptera	Monadontomerus	japonicum		6										
3055	Iwata1962	Hymenoptera	Brachymeria	fonscolambei					16	20						
3056	Iwata1962	Hymenoptera	Brachymeria	obsculata		6										
3057	Iwata1962	Hymenoptera	Dirhinus	luzonensis		6										
3058	Iwata1962	Hymenoptera	Leucospis	japan/ca					5	6						
3059	Iwata1962	Hymenoptera	Leucospis	okinawensis		6										
3060	Iwata1962	Hymenoptera	Podagrion	chinensis		6										
3061	Iwata1962	Hymenoptera	Ailomorphus	rhopaloides		6										
3062	Iwata1962	Hymenoptera	Perilampus	japonicus		225										
3063	Iwata1962	Hymenoptera	Nasonia	vitripennis		8										
3064	Iwata1962	Hymenoptera	Neocatloaccus	mamezophagus		6										
3065	Iwata1962	Hymenoptera	Achrysopophagus	nagasakiensis		4										
3066	Iwata1962	Hymenoptera	Anagyrus	schonherri		6										
3067	Iwata1962	Hymenoptera	Anicetus	benficus		6										
3068	Iwata1962	Hymenoptera	Callipteroma	kiushiuense		6										
3069	Iwata1962	Hymenoptera	Cerapteroceroides	japonicus		6										
3070	Iwata1962	Hymenoptera	Cheiloneurus	japonicus		6										
3071	Iwata1962	Hymenoptera	Clausenia	purpurea		6										
3072	Iwata1962	Hymenoptera	Comperiella	bifasciata		6										
3073	Iwata1962	Hymenoptera	Comperiella	unifasciata		6										
3074	Iwata1962	Hymenoptera	Discodes	eriococci		6										
3075	Iwata1962	Hymenoptera	Anastatus	bifasciatus		6										
3076	Iwata1962	Hymenoptera	Aphytis	cylindratus		6										
3077	Iwata1962	Hymenoptera	Aspidiotiphagus	citrinus		4										
3078	Iwata1962	Hymenoptera	Cirrospilus	ogimae		6										
3079	Iwata1962	Hymenoptera	Coccophagus	hawaiiensis					5	7						
3080	Iwata1962	Hymenoptera	Coccophagus	yoshidae					7	13						
3081	Iwata1962	Hymenoptera	Marietta	carnesi		4										
3082	Iwata1962	Hymenoptera	Tetrastichus	hagenowi					20	26						
3083	Iwata1962	Hymenoptera	Tetrastichus	rapo		6										
3084	Iwata1962	Hymenoptera	trichogramma	japonicum		4										
3085	Iwata1966	Coleoptera	Apoderus	rubidus		8										
3086	Iwata1966	Coleoptera	Apoderus	balteatus		8										
3087	Iwata1966	Coleoptera	Cycnotrachelus	nitens		8										
3088	Iwata1966	Coleoptera	Apoderus	erythrogaster		8										
3089	Iwata1966	Coleoptera	Paratrachelophorus	longicornis		8										
3090	Iwata1966	Coleoptera	Phymatapoderus	pavens		8										
3091	Iwata1966	Coleoptera	Involvulus	pilosus		8										
3092	Iwata1966	Coleoptera	Paraplapoderus	pardalis		12										
3093	Iwata1966	Coleoptera	Aspidobystischus	lacunipennis		10										
3094	Iwata1966	Coleoptera	Apoderus	jekelii		8										
3095	Iwata1966	Coleoptera	Euops	splendida		8										
3096	Iwata1966	Coleoptera	Phialodes	rufiepnnis		10										
3097	Iwata1966	Coleoptera	Byctiscus	venustus		10										
3098	Iwata1966	Coleoptera	Auletobius	uniformis		10										
3099	Iwata1966	Coleoptera	Rhynchites	heros		10										
3100	Iwata1966	Coleoptera	Aderorrhinus	crioceroides		8										
3101	Iwata1966	Coleoptera	Sitophlus	oryzae		4										
3102	Iwata1966	Coleoptera	Sitophilus	zeamais		4										
3103	Iwata1966	Coleoptera	Hyposipalus	gigas		4										
3104	Iwata1966	Coleoptera	Cylas	formicarius		4										
3105	Iwata1966	Coleoptera	Larinus	latissimus		4										
3106	Iwata1966	Coleoptera	Mecysmoderes	fulvus		4										
3107	Iwata1966	Coleoptera	Anthonomus	bisignifer		4										
3108	Iwata1966	Coleoptera	Echinocnemis	squimeus		4										
3109	Iwata1966	Coleoptera	Mecyslobus	erro		4										
3110	Iwata1966	Coleoptera	Caenocrypterrhynchus	frontalis		4										
3111	Iwata1966	Coleoptera	Catapionus	modestus		4										
3112	Iwata1966	Coleoptera	Lixus	ocutipennis		4										
3113	Iwata1966	Coleoptera	Okikuruminus	oblongus		4										
3114	Iwata1966	Coleoptera	Hylobius	freyi		4										
3115	Iwata1966	Coleoptera	Myllocerus	griseus		4										
3116	Iwata1966	Coleoptera	Episomus	turritus		4										
3117	Iwata1966	Coleoptera	Phyllobius	armatus		4										
3118	Iwata1966	Coleoptera	Dermatoxenus	caesicollis		4										
3119	Iwata1966	Coleoptera	Eugnathus	distinctus		4										
3120	Iwata1966	Coleoptera	Pissodes	galloisi		4										
3121	ichikawa2014changes	Odonata	Pantala	flavescens		1133										
3122	xider2018ovarian	Diptera	Musca	domestica					120	140						
3123	matsuzaki1971electron	Odonata	Sympetrum	frequens					500	600						
3124	matsuzaki1971electron	Orthoptera	Gryllus	yemma					240	260						
3125	sanderson1988cytological	Hymenoptera	Neuroterus	lenticularis		24										
3126	sanderson1988cytological	Hymenoptera	Neuroterus	numismalis		16										
3127	sanderson1988cytological	Hymenoptera	Neuroterus	laeviusculus		16										
3128	sanderson1988cytological	Hymenoptera	Andricus	kollari		48										
3129	sanderson1988cytological	Hymenoptera	Andricus	curvator		18										
3130	sanderson1988cytological	Hymenoptera	Andricus	quercuscalicis		96										
3131	sanderson1988cytological	Hymenoptera	Cynips	divisa		48										
3132	sanderson1988cytological	Hymenoptera	Biorhiza	pallida		36										
3133	sanderson1988cytological	Hymenoptera	Biorhiza	aptera		80										
3134	sanderson1988cytological	Hymenoptera	Diplolepis	rosae		60										
3135	sanderson1988cytological	Hymenoptera	Diplolepis	eglanteriae		64										
3136	wishart1954trybliographa	Hymenoptera	Trybliographa	rapae					32	40						
3137	stille1980meiosis	Hymenoptera	Diplolepis	rosae					60	70						
3138	yasumatsu1967some	Hymenoptera	Diplolepis	japojzica		55										The number of ovarioles of both sides is conspicuously different from each other, but in a few individuals they have the same numbers
3139	kuznetsova2007cytogenetic	Hemiptera	Arachnocoris	trinitatus		14										
3140	carl1976natural	Hymenoptera	Lathrolestes	luteolator					18	22						
3141	carl1976natural	Hymenoptera	Synomelix						24	36						
3142	white1979cytogenetics	Orthoptera	Warramaba				12.75	0.75			4					3 km NW of Spargoville Wild n=4
3143	white1979cytogenetics	Orthoptera	Warramaba				12.75	0.75			4					3 km NW of Spargoville Lab n=4
3144	white1979cytogenetics	Orthoptera	Warramaba				15	0			4					9 km NW of Coolgardie Wild n=4
3145	white1979cytogenetics	Orthoptera	Warramaba				15	0			4					9 km NW of Coolgardie Lab n=4
3146	white1979cytogenetics	Orthoptera	Warramaba				15.75	0.25			4					18.5 km NNW of Kalgoorlie Wild n=4
3147	white1979cytogenetics	Orthoptera	Warramaba			20					1					1 km N of Arrow Lake Wild n=1
3148	white1979cytogenetics	Orthoptera	Warramaba				24.57	9.84			7					10 km NW of Leonora Wild n=7
3149	white1979cytogenetics	Orthoptera	Warramaba				24	1.15			3					10 km NW of Leonora Lab n=3
3150	white1979cytogenetics	Orthoptera	Warramaba				22.62	0.61			8					Diorite King Mine Wild n=8
3151	white1979cytogenetics	Orthoptera	Warramaba				23.33	0.67			3					Diorite King Mine Lab n=3
3152	white1979cytogenetics	Orthoptera	Warramaba	virgo			14.45	0.51			11					
3154	blowers1967notes	Hemiptera	Trioza	erytreae					50	60						
3155	lal1934biology	Hemiptera	Psyllia	fraxinicola					60	80						
3156	lal1934biology	Hemiptera	Psyllia	discrepans					60	80						
3157	mangan1979reproductive	Diptera	Odontoloxozus	longicornis					100	190						
3158	osbrink1984fecundity	Siphonaptera	Ctenocephalides	felis	felis	12										
3159	reichardt1994seasonal	Siphonaptera	Opisocrostis	bruneri					8	12						
3160	buning1988flea	Siphonaptera	Hystrichopsylla	talpae		8										
3161	hoc1995age	Diptera	Simulium	woodi					376	1006						
3162	baba1992oviposition	Diptera	Simulium	kawamurae			569	73.2					May and April			
3163	baba1992oviposition	Diptera	Simulium	kawamurae			400	43.8					August - September			
3164	baba1992oviposition	Diptera	Simulium	kawamurae			361	85.8					October			
3165	baba1992oviposition	Diptera	Simulium	kawamurae			386	63.7					December			
3166	ogorzalek2009ovary	Hemiptera	Elasmucha	grisea					54	56						
3167	kumar1967morphology	Hemiptera	Prosympiestus	coiistrictus		12										
3168	kumar1967morphology	Hemiptera	Prosympiestus	subparallelus		12										
3169	kumar1967morphology	Hemiptera	Calisius	hackeri		12										
3170	kumar1967morphology	Hemiptera	Aneurus	robustus		10										
3171	kumar1967morphology	Hemiptera	Aneurus	crenulatus		10										
3172	kumar1967morphology	Hemiptera	Aneurus	angulatus		10										
3173	kumar1967morphology	Hemiptera	Aneurus	sinensis		10										
3174	kumar1967morphology	Hemiptera	Aneurus	macrotylus		10										
3175	kumar1967morphology	Hemiptera	Aneurus			10										
3176	kumar1967morphology	Hemiptera	Aneurus	avenius		10										
3177	kumar1967morphology	Hemiptera	Aradus	orientalis		12										
3178	kumar1967morphology	Hemiptera	Aradus	consentanius		10										
3179	kumar1967morphology	Hemiptera	Aradus	crenatus		12										
3180	kumar1967morphology	Hemiptera	Aradus	connamoneus		12										
3181	kumar1967morphology	Hemiptera	Aradus	depressus		10										
3182	kumar1967morphology	Hemiptera	Carvattus	australis		8										
3183	kumar1967morphology	Hemiptera	Carvattus	clutujatus		6										
3184	kumar1967morphology	Hemiptera	Euricoris	australiais		10										
3185	kumar1967morphology	Hemiptera	Euricoris	yloriostts		10										
3186	kumar1967morphology	Hemiptera	Paracarventus	woodwardi		10										
3187	kumar1967morphology	Hemiptera	Mezira	scabrosa		10										
3188	kumar1967morphology	Hemiptera	Mezira	verrucigera		10										
3189	kumar1967morphology	Hemiptera	Neuroctenus	proximus		10										
3190	kumar1967morphology	Hemiptera	Neuroctenus	gracilis		10										
3191	kumar1967morphology	Hemiptera	Arictus	tasmani		6										
3192	kumar1967morphology	Hemiptera	Arictus	monteithi		6										
3193	kumar1967morphology	Hemiptera	Scirrhocoris	mirabilis		10										
3194	kumar1967morphology	Hemiptera	Scirrhocoris	australiensis		10										
3195	kumar1967morphology	Hemiptera	Drakiessa	hackeri		10										
3196	kumar1967morphology	Hemiptera	Prakiessa	tertia		10										
3197	kumar1967morphology	Hemiptera	Drakiessa	confusa		10										
3198	kumar1967morphology	Hemiptera	Neuphloeobia	montrouzieri		10										
3199	kumar1967morphology	Hemiptera	Chiastoplonia	minuta		6										
3200	kumar1967morphology	Hemiptera	Glochocoris			4										
3201	kumar1967morphology	Hemiptera	Termataradus	australiensis		4										
3202	rozen2011nesting	Hymenoptera	Osmia	submicans		6										
3203	rozen2011nesting	Hymenoptera	Osmia	chalybea		6										
3204	rozen2011nesting	Hymenoptera	Stelis	elongativentris		6										
3205	rozen2011nesting	Hymenoptera	Stelis	murina		6										
3206	rozen2011nesting	Hymenoptera	Stelis	ater		6										
3207	rozen2010biology	Hymenoptera	Coelioxys	chichimeca		6										
3208	de1982structure	Coleoptera	Acrotrichis	intermedia		12										
3209	polilov2008anatomy	Coleoptera	Primorskella						4	6						
3210	polilov2008anatomy	Coleoptera	Porophila						4	6						
3211	polilov2008anatomy	Coleoptera	Nanosella						4	6						
3212	dowell2009ovary	Hemiptera	Umbonia	crassicornis			7.8	0.6			21					
3213	brothers1989alternative	Hymenoptera	Chrestomutilla	glossinae		12										
3214	eguagie1969studies	Hemiptera	Tingis			14										
3215	marchini2010functional	Hemiptera	Stephanitis	pyrioides		14										
3216	livingstone1990female	Hemiptera	Cantacader			10										Drake and Davis (1960) had reported only 5 ovarioles in Cantacader sp
3217	livingstone1990female	Hemiptera	Aconchus	urbanus		14										
3218	livingstone1990female	Hemiptera	Agramma	graminii		14										
3219	livingstone1990female	Hemiptera	Agramma	hupehanum		14										
3220	livingstone1990female	Hemiptera	Ammianus	ravanus		14										
3221	livingstone1990female	Hemiptera	Cantacader	quinquecostatus		14										
3222	livingstone1990female	Hemiptera	Cochlochila	bullita		14										
3223	livingstone1990female	Hemiptera	Corythauma	ayyari		14										
3224	livingstone1990female	Hemiptera	Corythauma	gibbossa		14										
3225	livingstone1990female	Hemiptera	Cysteochila	incolana		14										
3226	livingstone1990female	Hemiptera	Cysteochila	javansis		14										
3227	livingstone1990female	Hemiptera	Dasytinqis	rudis		14										
3228	livingstone1990female	Hemiptera	Dasytingis	semota		14										
3229	livingstone1990female	Hemiptera	Dictyla	karnatica		14										
3230	livingstone1990female	Hemiptera	Dulinius	conchatus		14										
3231	livingstone1990female	Hemiptera	Eteoneus	cinchonii		14										
3232	livingstone1990female	Hemiptera	Habrochila	laeta		14										
3233	livingstone1990female	Hemiptera	Haedus	grewii		14										
3234	livingstone1990female	Hemiptera	Lasiacantha	justiciaii		14										
3235	livingstone1990female	Hemiptera	Lasiacantha	peristrophii		14										
3236	livingstone1990female	Hemiptera	Lasiacantha	ruellii		14										
3237	livingstone1990female	Hemiptera	Naochila	nigra		14										
3238	livingstone1990female	Hemiptera	Naochila	minuta		14										
3239	livingstone1990female	Hemiptera	Perissonemia	ecmeles		14										
3240	livingstone1990female	Hemiptera	Physatocheila	asiatica		14										
3241	livingstone1990female	Hemiptera	Phaenotropis	cleopatra		14										
3242	livingstone1990female	Hemiptera	Pontanus	puerilis		14										
3243	livingstone1990female	Hemiptera	Stephanitis	charieis		14										
3244	livingstone1990female	Hemiptera	Stephanitis	macranthaii		14										
3245	livingstone1990female	Hemiptera	Stephanitis	typica		14										
3246	livingstone1990female	Hemiptera	Tingis	buddleiae		14										
3247	livingstone1990female	Hemiptera	Tingis	tomentosii		14										
3248	livingstone1990female	Hemiptera	Teleonemia	scrupulosa		14										
3249	livingstone1990female	Hemiptera	Urentius	euonymus		14										
3250	livingstone1990female	Hemiptera	Urentius	hystricellus		14										
3251	leprince1993relationships	Diptera	Tabanus	fuscicostatus			276.57	49.88								
3252	charlwood1980and	Diptera	Lepiselaga	crassipes			41	4			10					
3253	charlwood1980and	Diptera	Stenotabanus				36.2	7.5			102					
3254	leprince1983aspects	Diptera	Chrysops	univittatus			354	53								
3255	bong2014effect	Coleoptera	Paederus	fuscipes		12										
3256	pisno2019termitariophily	Coleoptera	Corotoca	melantho		4										
3257	lachmann1998sexual	Diptera	Coproica	vagans			30.94	2.5			20					
3258	louis1973morphology	Hemiptera	Tribelocephala			14										
3259	louis1973morphology	Hemiptera	Nularda	nobilata		14										
3260	louis1973morphology	Hemiptera	Oncocephalus	subspinosus		14										
3261	louis1973morphology	Hemiptera	Sastrapada			14										
3262	louis1973morphology	Hemiptera	Thodelmus	addahensis		14										
3263	louis1973morphology	Hemiptera	Eugubinus	annulatus		14										
3264	louis1973morphology	Hemiptera	LIsarda	vandenplasi		14										
3265	louis1973morphology	Hemiptera	Platymeris	horrida		14										
3266	louis1973morphology	Hemiptera	Platymeris	rufipes		14										
3267	louis1973morphology	Hemiptera	Acanthaspis	petax		41										
3268	louis1973morphology	Hemiptera	Acanthaspis	vidua		41										
3269	louis1973morphology	Hemiptera	Acanthaspis	vitticollis		14										
3270	louis1973morphology	Hemiptera	Cethra	musiva		14										
3271	louis1973morphology	Hemiptera	Tetroxia	nigrispinosa		14										
3272	louis1973morphology	Hemiptera	Nagusta			16										
3273	louis1973morphology	Hemiptera	Lopodytes	quadrispinosus		14								taxonomy		
3274	louis1973morphology	Hemiptera	Rhaphidosoma	occidentalis		14										
3275	louis1973morphology	Hemiptera	Dinocleptes	torpidus		14										
3276	louis1973morphology	Hemiptera	Harpagocoris	joveri		14										
3277	louis1973morphology	Hemiptera	Hediocoris	tibialis		14										
3278	louis1973morphology	Hemiptera	Margasus	impiger		14										
3279	louis1973morphology	Hemiptera	Peprius	nodulipes		14										
3280	louis1973morphology	Hemiptera	Pisilus	tiupliformis		14										
3281	louis1973morphology	Hemiptera	Phonoctonus	lutescens		14										
3282	louis1973morphology	Hemiptera	Phonoctonus	sumbimpuctus		14										
3283	louis1973morphology	Hemiptera	Rhinocoris	bicolor		14										
3284	louis1973morphology	Hemiptera	Rhinocoris	loratus		14										
3285	louis1973morphology	Hemiptera	Sphedanolestes	leucocephalus		14										
3286	louis1973morphology	Hemiptera	Vestula	lineaticeps		14										
3287	regis1977functional	Hemiptera	Triatoma	infetans		14										
3288	santos2003characterization	Hemiptera	Oebalus	poecilus		14										
3289	hallman1992biology	Hemiptera	Acrosternum	hilare		14										
3290	matesco2009morphology	Hemiptera	Chinavia	longicorialis		14										
3291	hatakeyama1990ovarian	Hymenoptera	Athalia	rosae	ruficornis	28										
3292	rozen2003eggs	Hymenoptera	Sphecodes	esakii		6						0				3:3
3293	rozen2003eggs	Hymenoptera	Sphecodes	japonica		6						0				3:3
3294	rozen2003eggs	Hymenoptera	Sphecodes			6						0				3:3, sp A
3295	rozen2003eggs	Hymenoptera	Sphecodes			6						0				3:3, sp B
3296	rozen2003eggs	Hymenoptera	Euaspis	basalis		6						0				3:3
3297	rozen2003eggs	Hymenoptera	Stelis	elongativentris		6						0				3:3
3298	rozen2003eggs	Hymenoptera	Dioxys	cincta		6						0				3:3
3299	rozen2003eggs	Hymenoptera	Dioxys	pacificus		6						0				3:3
3300	rozen2003eggs	Hymenoptera	Dioxys	pacificus		6						0				3:3
3301	rozen2003eggs	Hymenoptera	Coelioxys	brevis		6						0				3:3
3302	rozen2003eggs	Hymenoptera	Coelioxys	decipiens		6						0				prob 3:3
3303	rozen2003eggs	Hymenoptera	Coelioxys	fenestratus		6						0				3:3
3304	rozen2003eggs	Hymenoptera	Coelioxys	novomexicana		6						0				3:3
3305	rozen2003eggs	Hymenoptera	Coelioxys	yanonis		6						0				3:3
3306	rozen2003eggs	Hymenoptera	Coelioxys			6						0				prob 3:3, sp
3307	rozen2003eggs	Hymenoptera	Coelioxys			6						0				3:3
3308	rozen2003eggs	Hymenoptera	Hexepeolus	rhodogyne		20						2				11:9
3309	rozen2003eggs	Hymenoptera	Hexepeolus	rhodogyne		17						1				9:8
3310	rozen2003eggs	Hymenoptera	rachynomada	scotti		18						0				9:9
3311	rozen2003eggs	Hymenoptera	Kelila	chilensis		10						0				prob 5:5
3312	rozen2003eggs	Hymenoptera	Kelila	toroi		20						0				~10:10
3313	rozen2003eggs	Hymenoptera	Kelila	toroi		16						2				7:9
3314	rozen2003eggs	Hymenoptera	Kelila	toroi		15						1				7:8
3315	rozen2003eggs	Hymenoptera	Kefita	toroi		24										
